CustomerID,Recency,Frequency,GrossSpend,ReturnAmount,Monetary,ReturnRate,Cluster,Segment,silhouette,Emoji,Tagline,Action
12388,15,6,2780.66,0.0,2780.66,0.0,0,Champions,0.5080498261196378,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12390,79,1,549.84,0.0,549.84,0.0,1,Regulars,0.4887187935351507,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12391,21,1,439.66,0.0,439.66,0.0,1,Regulars,0.5865360481083983,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12393,71,4,1582.6,0.0,1582.6,0.0,0,Champions,0.09752212868292913,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12394,63,2,1272.48,0.0,1272.48,0.0,1,Regulars,0.39313546332374455,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12395,18,12,3018.63,-20.35,2998.28,0.0067,0,Champions,0.5734573870331524,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12397,35,2,2409.9,0.0,2409.9,0.0,1,Regulars,0.1363706701438014,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12398,45,1,1635.66,0.0,1635.66,0.0,1,Regulars,0.3978075654071463,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12399,118,4,1108.65,0.0,1108.65,0.0,1,Regulars,0.11859806234443268,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12401,302,1,84.3,0.0,84.3,0.0,2,Hibernating,0.5342054730246676,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12402,322,1,225.6,0.0,225.6,0.0,2,Hibernating,0.5979229257382488,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12403,49,1,427.7,-18.0,409.7,0.0421,1,Regulars,0.5118220148249405,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12405,148,1,1710.39,0.0,1710.39,0.0,1,Regulars,0.15406906188944944,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12406,21,2,3415.3,-134.55,3280.75,0.0394,0,Champions,-0.002719202874689564,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12407,49,5,1708.12,0.0,1708.12,0.0,0,Champions,0.31799849125720003,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12408,32,5,2888.55,-45.98,2842.57,0.0159,0,Champions,0.44764335825538193,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12409,78,3,11072.67,-15.74,11056.93,0.0014,0,Champions,0.274321551640386,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12410,308,2,693.3299999999999,-12.25,681.0799999999999,0.0177,2,Hibernating,0.48730472492164,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12412,74,3,1226.88,0.0,1226.88,0.0,1,Regulars,0.2444876486970227,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12413,66,3,758.1,-63.95,694.15,0.0844,1,Regulars,0.2852957897857667,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12414,216,3,562.41,0.0,562.41,0.0,2,Hibernating,0.24789555406042613,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12415,23,21,124914.53,-1189.08,123725.45,0.0095,0,Champions,0.3676852006284695,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12417,2,9,3649.1,-70.3,3578.7999999999997,0.0193,0,Champions,0.5812091687556238,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12418,112,1,668.58,0.0,668.58,0.0,1,Regulars,0.34550305668179065,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12420,63,1,600.39,0.0,600.39,0.0,1,Regulars,0.5317453913277697,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12421,15,4,807.04,-0.77,806.27,0.001,1,Regulars,0.17593896912018164,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12422,95,3,803.5600000000001,0.0,803.5600000000001,0.0,1,Regulars,0.38633465672312023,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12423,0,8,1859.31,-10.2,1849.11,0.0055,0,Champions,0.5106523658036256,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12424,162,2,1760.96,0.0,1760.96,0.0,1,Regulars,0.13729724316705408,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12425,77,1,777.2,0.0,777.2,0.0,1,Regulars,0.4836510406139701,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12426,194,1,582.73,0.0,582.73,0.0,2,Hibernating,0.2592490294140144,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12427,21,3,825.8,-117.43,708.37,0.1422,1,Regulars,0.1541526902240842,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12428,25,9,7956.46,-79.26,7877.2,0.01,0,Champions,0.5529886910901654,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12429,8,4,3750.4,0.0,3750.4,0.0,0,Champions,0.36763882328633246,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12430,42,1,256.4,0.0,256.4,0.0,1,Regulars,0.5347109047419228,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12431,35,15,6419.95,-71.06,6348.889999999999,0.0111,0,Champions,0.5555957346715659,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12432,42,5,5059.32,0.0,5059.32,0.0,0,Champions,0.4575539016450762,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12433,0,7,13375.87,0.0,13375.87,0.0,0,Champions,0.477144703337303,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12434,84,2,806.14,-40.95,765.1899999999999,0.0508,1,Regulars,0.4580406611140529,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12435,79,2,7829.89,0.0,7829.89,0.0,0,Champions,0.1307827455710928,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12436,99,1,509.01,0.0,509.01,0.0,1,Regulars,0.40685408604139645,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12437,1,18,4951.41,-54.75,4896.66,0.0111,0,Champions,0.5410686492210213,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12438,13,2,2906.85,0.0,2906.85,0.0,1,Regulars,0.050400250415360066,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12441,366,1,173.55,0.0,173.55,0.0,2,Hibernating,0.5627447275201423,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12442,2,1,172.06,0.0,172.06,0.0,1,Regulars,0.511415892106006,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12444,20,5,5005.46,0.0,5005.46,0.0,0,Champions,0.4654301929387819,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12445,21,1,133.4,0.0,133.4,0.0,1,Regulars,0.46312511319852406,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12446,57,1,1002.31,0.0,1002.31,0.0,1,Regulars,0.5105610020073574,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12447,242,1,476.49,0.0,476.49,0.0,2,Hibernating,0.4884853966928603,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12448,43,1,449.45,0.0,449.45,0.0,1,Regulars,0.5701720499296652,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12449,21,4,4067.29,0.0,4067.29,0.0,0,Champions,0.3742721565301183,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12450,155,2,197.88,0.0,197.88,0.0,2,Hibernating,0.041056696239879974,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12451,10,5,9035.52,-102.0,8933.52,0.0113,0,Champions,0.44821462553223496,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12452,16,2,430.57,-2.0,428.57,0.0046,1,Regulars,0.5930594399503826,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12453,133,1,707.09,0.0,707.09,0.0,1,Regulars,0.22164742987115896,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12454,55,1,3528.34,-3528.3399999999997,4.547473508864641e-13,1.0,3,High-Return Risk,0.32828203297599745,⚠️,Active but return a significant portion of purchases,"Investigate return reasons, improve product descriptions/photos, review sizing guides."
12455,72,6,2466.86,0.0,2466.86,0.0,0,Champions,0.43787202944085735,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12456,43,3,3181.04,-27.15,3153.89,0.0085,0,Champions,0.17925839860885837,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12457,65,7,2363.23,-445.45,1917.78,0.1885,0,Champions,0.17651644851547005,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12458,70,2,947.4,0.0,947.4,0.0,1,Regulars,0.48405256923562917,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12461,93,2,826.88,0.0,826.88,0.0,1,Regulars,0.49503284202629666,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12462,18,2,1189.59,-65.58,1124.01,0.0551,1,Regulars,0.3319896726093251,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12463,52,4,1344.78,-41.15,1303.63,0.0306,0,Champions,0.044017364680501714,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12464,9,8,1212.05,0.0,1212.05,0.0,0,Champions,0.41067082603968935,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12465,16,2,742.1899999999999,-8.3,733.89,0.0112,1,Regulars,0.5159573742134088,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12468,187,2,729.5400000000001,-5.5,724.0400000000001,0.0075,2,Hibernating,0.11778003049213447,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12471,1,30,19788.65,-1083.13,18705.52,0.0547,0,Champions,0.4437441632223801,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12472,31,7,6572.11,-342.63,6229.48,0.0521,0,Champions,0.5084023444216557,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12473,28,5,3928.05,-1090.32,2837.7299999999996,0.2776,3,High-Return Risk,0.09435722950734383,⚠️,Active but return a significant portion of purchases,"Investigate return reasons, improve product descriptions/photos, review sizing guides."
12474,16,18,7324.09,-259.32,7064.77,0.0354,0,Champions,0.5330374981990412,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12475,53,1,723.38,0.0,723.38,0.0,1,Regulars,0.5430055899243643,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12476,15,11,6816.42,-269.84,6546.58,0.0396,0,Champions,0.559203500433633,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12477,22,6,13219.74,-102.73,13117.01,0.0078,0,Champions,0.460023918485987,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12478,3,1,680.99,0.0,680.99,0.0,1,Regulars,0.5457668690246054,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12479,10,1,527.2,-49.9,477.30000000000007,0.0947,1,Regulars,0.43476228642717435,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12480,27,4,3281.63,0.0,3281.63,0.0,0,Champions,0.3528780871574546,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12481,22,10,5579.82,-5.46,5574.36,0.001,0,Champions,0.5761051971281329,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12483,16,8,2484.98,-157.85,2327.13,0.0635,0,Champions,0.4776595687159852,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12484,32,6,4527.32,-46.45,4480.87,0.0103,0,Champions,0.5235790738117178,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12488,9,3,1298.66,0.0,1298.66,0.0,1,Regulars,0.15725171350351058,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12489,335,1,334.93,0.0,334.93,0.0,2,Hibernating,0.5812582197381652,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12490,4,10,5417.93,0.0,5417.93,0.0,0,Champions,0.5737599157936829,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12491,38,1,460.4,0.0,460.4,0.0,1,Regulars,0.5761405695325996,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12492,62,2,263.21000000000004,0.0,263.21000000000004,0.0,1,Regulars,0.5413195919803754,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12493,165,2,433.74,-16.95,416.79,0.0391,2,Hibernating,0.019875608561451735,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12494,15,7,1246.1,-106.75,1139.35,0.0857,0,Champions,0.2676968633477903,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12497,81,1,1043.1,0.0,1043.1,0.0,1,Regulars,0.4507888263870509,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12498,20,3,403.7000000000001,0.0,403.7000000000001,0.0,1,Regulars,0.5013442524735143,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12500,22,11,4257.82,-51.55,4206.2699999999995,0.0121,0,Champions,0.5879919392351868,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12501,336,1,2169.39,-79.71000000000001,2089.68,0.0367,2,Hibernating,0.35809937860991936,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12502,95,5,3723.87,0.0,3723.87,0.0,0,Champions,0.37517733660700314,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12504,17,2,482.0499999999999,-368.0499999999999,114.0,0.7635,3,High-Return Risk,0.45497696168793766,⚠️,Active but return a significant portion of purchases,"Investigate return reasons, improve product descriptions/photos, review sizing guides."
12506,232,1,73.5,0.0,73.5,0.0,2,Hibernating,0.4350890734798644,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12507,133,3,1304.81,-46.75,1258.06,0.0358,1,Regulars,0.2038408069271149,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12508,25,2,397.88,0.0,397.88,0.0,1,Regulars,0.6077407660388552,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12509,283,1,176.5,0.0,176.5,0.0,2,Hibernating,0.591824219744149,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12510,142,2,982.57,0.0,982.57,0.0,1,Regulars,0.24542077383572647,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12512,65,2,132.18,0.0,132.18,0.0,1,Regulars,0.409314820886552,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12513,112,1,612.29,-25.5,586.79,0.0416,1,Regulars,0.3110073921830251,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12514,266,1,1017.68,0.0,1017.68,0.0,2,Hibernating,0.40984760393848496,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12515,352,1,383.7,0.0,383.7,0.0,2,Hibernating,0.562167072725835,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12516,77,2,1312.06,0.0,1312.06,0.0,1,Regulars,0.3815903551205134,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12517,27,5,2481.6,-37.95,2443.65,0.0153,0,Champions,0.4308459713611949,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12518,0,5,2056.89,0.0,2056.89,0.0,0,Champions,0.38719544415028295,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12519,63,1,330.84,0.0,330.84,0.0,1,Regulars,0.5179403046793573,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12520,78,5,2634.26,-51.75,2582.51,0.0196,0,Champions,0.37034188687396336,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12521,142,1,599.68,0.0,599.68,0.0,1,Regulars,0.14566256895006371,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12522,38,2,192.72,0.0,192.72,0.0,1,Regulars,0.5357272204187614,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12523,18,11,1789.77,-44.2,1745.57,0.0247,0,Champions,0.5181177816373607,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12524,8,8,4485.72,0.0,4485.72,0.0,0,Champions,0.5688513840383723,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12526,0,3,1316.66,0.0,1316.66,0.0,1,Regulars,0.13795613454582453,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12527,81,3,348.71000000000004,0.0,348.71000000000004,0.0,1,Regulars,0.4956286774645388,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12528,8,6,1933.48,-11.2,1922.28,0.0058,0,Champions,0.459068873602022,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12530,59,4,1662.28,-38.650000000000006,1623.63,0.0233,0,Champions,0.1385779111500954,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12531,14,1,125.22,0.0,125.22,0.0,1,Regulars,0.4583441567189979,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12532,29,1,349.83000000000004,0.0,349.83000000000004,0.0,1,Regulars,0.5750012093707202,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12534,130,1,1089.18,0.0,1089.18,0.0,1,Regulars,0.24696884772055533,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12535,91,2,716.35,0.0,716.35,0.0,1,Regulars,0.5090913574748229,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12536,42,3,12601.830000000002,-8495.01,4106.8200000000015,0.6741,3,High-Return Risk,0.4640378315606848,⚠️,Active but return a significant portion of purchases,"Investigate return reasons, improve product descriptions/photos, review sizing guides."
